obat_id,label,nilai,urutan
95,Product Description,"Ultra Milk Susu UHT Coklat Slim 250 ml adalah susu sapi segar rendah lemak yang diproses dengan teknologi Ultra High Temperature (UHT). Susu ini mengandung berbagai vitamin dan mineral yang penting untuk mendukung kesehatan tubuh, dengan kandungan kalori yang lebih rendah dibandingkan varian lainnya.",1
95,Indikasi Umum,"Ultra Milk Susu UHT Coklat Slim digunakan untuk membantu memenuhi kebutuhan gizi harian, khususnya dalam mendukung pembentukan dan pemeliharaan kepadatan tulang dan gigi, dengan kandungan kalori yang lebih rendah.",2
95,Komposisi,"Susu sapi segar (90%), susu bubuk skim, sukrosa, susu bubuk full cream, kakao bubuk (0,75%), penstabil nabati, perisa sintetik cokelat (mengandung pewarna alami karamel kelas IV), garam. Tanpa pengawet, tanpa pemanis buatan, dan tanpa pewarna sintetik.",3
95,Dosis,Disarankan untuk mengonsumsi minimal 500 ml susu UHT setiap hari untuk melengkapi kebutuhan keluarga akan vitamin dan mineral.,4
95,Aturan Pakai,Susu siap diminum dan lebih nikmat disajikan dalam kondisi dingin.,5
95,Perhatian,"Susu UHT tidak cocok untuk bayi usia 0?12 bulan. Sebelum dibuka, kocok terlebih dahulu. Setelah dibuka, segera habiskan dan simpan di tempat sejuk.",6
95,Kontra Indikasi,"Tidak dianjurkan untuk bayi usia 0?12 bulan. Bagi individu dengan alergi terhadap susu sapi, sebaiknya konsultasikan dengan dokter sebelum mengonsumsi.",7
95,Efek Samping,"Secara umum, produk ini aman dikonsumsi. Namun, bagi individu dengan alergi terhadap susu sapi, dapat mengalami reaksi alergi seperti ruam kulit atau gangguan pencernaan.",8
95,Kemasan,Pack @ Pack - 3 Pcs,9
95,Manufaktur,"Ultrajaya Milk Industry Tbk., Pt",10
95,No. Registrasi,BPOM RI : MD 400810023129,11
96,Product Description,"Vidoran Xmart 1+ Madu Susu Formula 1-3 Tahun merupakan susu pertumbuhan pertama dengan imunUp yang diperkaya Cod Liver Oil (minyak hati ikan kod), Omega 3&6, Inulin, Tinggi Protein, Sumber 12 Vitamin dan 8 Mineral untuk membantu mengoptimalkan tumbuh kembang anak.",1
96,Indikasi Umum,"Vidoran Xmart 1+ Madu Susu Formula 1-3 Tahun ini kaya sumber serat pangan Inulin yang baik untuk pencernaan. Kaya Vitamin A, C, E, B1, dan B2 serta mengandung Cod Liver Oil (minyak hati ikan cod) yang kaya manfaat dengan nutrisi penting dan dapat membantu mengoptimalkan pertumbuhan si kecil. Susu pertumbuhan ini ideal untuk dikonsumsi si kecil yang berusia 1-3 tahun.",2
96,Komposisi,"Protein, Karbohidrat, DHA, ALA, LA, Kolin, Taurin, L-Karnitin, Inulin, Natrium, Kalium, Vitamin A, D3, E, K, Vitamin B1, B2, B3, B5, B6, B9, B12, Vitamin C, Kalsium, Fosfor, Zat Besi, Magnesium, Mangan, Zinc, Yodium, Selenium.",3
96,Dosis,Dikonsumsi sesuai petunjuk penggunaan pada kemasan.,4
96,Aturan Pakai,Campurkan 3 sendok makan susu dengan 180 ml air matang hangat. Dikonsumsi minimal 3 gelas sehari.,5
96,Perhatian,"Konsumsi susu formula sesuai saran penyajian. Jangan berikan susu formula ke bayi bila susu mengalami perubahan warna, aroma, tekstur, atau rasa.",6
96,Kontra Indikasi,Hipersensitivitas dan alergi susu sapi.,7
96,Efek Samping,Reaksi alergi susu dan hipersensitivitas.,8
96,Kemasan,Box @ 350 Gram,9
96,Manufaktur,Tempo Scan Pacific,10
97,Product Description,"SGM Eksplor 1 Plus Madu merupakan susu pertumbuhan yang ditujukan untuk anak usia 1-3 tahun dalam membantu melengkapi nutrisi untuk dukung si Kecil memiliki 5 Potensi Prestasi Anak Generasi Maju : Berpikir Kreatif, Bantu Tumbuh Kembang, Supel, Mandiri, Percaya Diri. Formula Complinutri membantu melengkapi nutrisi si Kecil karena mengandung zat-zat gizi yang saling mendukung.",1
97,Indikasi Umum,Susu pertumbuhan untuk Anak Usia 1-3 Tahun. Mengandung formula Complinutri membantu melengkapi nutrisi si kecil.,2
97,Komposisi,Kandungan susu dapat dilihat di Informasi Nilai Gizi.,3
97,Dosis,Berikan SGM Eksplor 1 Plus minimal tiga kali sehari untuk bantu lengkapi nutrisi si Kecil. Mohon memperhatikan petunjuk penyiapan susu SGM Eksplor 1 Plus yang tertera pada kemasan.,4
97,Aturan Pakai,Saran penyajian dapat dilihat pada kemasan produk.,5
97,Perhatian,"Tidak cocok untuk Bayi di bawah 12 bulan. PETUNJUK PENYIMPANAN : Setelah dibuka, lipat kantung sachet susu beberapa kali. Simpan kantung sachet susu dan sendok takar dalam wadah kering, bersih, sejuk dan tertutup rapat tidak lebih dari 1 (satu) bulan. Jangan digunakan jika terjadi perubahan warna, bau, dan rasa dari bubuk susu.",6
97,Kemasan,Box @ 150 Gram,7
97,Manufaktur,Sari Husada Generasi Mahardika,8
98,Product Description,"Vidoran Xmart 1+ Vanila Susu Formula 1-3 Tahun merupakan susu pertumbuhan pertama dengan imunUp yang diperkaya Cod Liver Oil (minyak hati ikan kod), Omega 3&6, Inulin, Tinggi Protein, Sumber 12 Vitamin dan 8 Mineral untuk membantu mengoptimalkan tumbuh kembang anak.",1
98,Indikasi Umum,"Vidoran Xmart 1+ Vanila Susu Formula 1-3 Tahun ini kaya sumber serat pangan Inulin yang baik untuk pencernaan. Kaya Vitamin A, C, E, B1, dan B2 serta mengandung Cod Liver Oil (minyak hati ikan cod) yang kaya manfaat dengan nutrisi penting dan dapat membantu mengoptimalkan pertumbuhan si kecil. Susu pertumbuhan ini ideal untuk dikonsumsi si kecil yang berusia 1-3 tahun.",2
98,Komposisi,"Protein, Karbohidrat, DHA, ALA, LA, Kolin, Taurin, L-Karnitin, Inulin, Natrium, Kalium, Vitamin A, D3, E, K, Vitamin B1, B2, B3, B5, B6, B9, B12, Vitamin C, Kalsium, Fosfor, Zat Besi, Magnesium, Mangan, Zinc, Yodium, Selenium.",3
98,Dosis,Dikonsumsi sesuai petunjuk penggunaan pada kemasan.,4
98,Aturan Pakai,Campurkan 3 sendok makan susu dengan 180 ml air matang hangat. Dikonsumsi minimal 3 gelas sehari.,5
98,Perhatian,"Konsumsi susu formula sesuai saran penyajian. Jangan berikan susu formula ke bayi bila susu mengalami perubahan warna, aroma, tekstur, atau rasa.",6
98,Kontra Indikasi,Hipersensitivitas dan alergi susu sapi.,7
98,Efek Samping,Reaksi alergi susu dan hipersensitivitas.,8
98,Kemasan,Box @ 350 Gram,9
98,Manufaktur,Tempo Scan Pacific,10
99,Product Description,"Blenut Up merupakan Pangan Olahan Kondisi Medik Khusus yang ditujukan untuk anak usia 1-10 tahun yang berisiko gagal tumbuh, gizi kurang, gizi buruk, atau masa pemulihan, tidak nafsu makan, picky eater.",1
99,Indikasi Umum,"Susu yang berguna untuk mencukupi kebutuhan nutrisi anak usia 1-10 tahun pada masa pertumbuhan dan perkembangan, terutama untuk anak yang selalu pilih-pilih makanan (picky eaters), sedang menjalani latihan, atau sedang dalam masa penyembuhan.",2
99,Komposisi,"Maltodekstrin, Sakarosa, Minyak nabati (Minyak kelapa sawit, Minyak biji kelapa sawit, Minyak rapeseed, Minyak bunga matahari, Bunga matahari tinggi asam oleat, Antioksidan (Campuran tokoferol konsentrat, Askorbil palmitat)), Protein whey, Trigliserida rantai sedang (MCT), Mineral premiks, Fruktooligosakarida, Perisa sintetik (etil-vanilin), Pengemulsi (lesitin kedelai), Minyak ikan (sumber dari DHA), Vitamin premiks, Laktat ferments (Bifidobacterium infantis, Lactobacillus rhamnosus).",3
99,Dosis,"Diberikan sesuai dengan petunjuk dosis penggunaan, leaflet/brosur dan sesuai atas rekomendasi dokter.",4
99,Aturan Pakai,"Untuk membuat 200 ml Blenuten, siapkan gelas tambahkan 4 sendok takar bubuk Blenuten ke dalam air hangat (160 ml) dan aduk sampai tercampur sempurna Blenuten produk yang mudah larut dengan rasa yang enak.",5
99,Perhatian,Simpan produk tertutup rapat di ruangan yang sejuk dan kering. Siapkan produk segera sebelum digunakan. Setelah produk disiapkan disarankan untuk segera dihabiskan dalam waktu 1 jam. Buanglah sisa produk yang tidak habis. Produk harus dihabiskan dalam waktu satu bulan setelah kaleng dibuka.,6
99,Kemasan,Kaleng @ 400 Gram,7
99,Manufaktur,Indordesa Nutritional Laboratories,8
99,No. Registrasi,BPOM RI: ML560615001124,9
100,Product Description,"Fitbar Fruits adalah snack multigrain rasa fruits. Fitbar terbuat dari oat Australia, premium corn flakes, rice crispy, kaya akan serat. Fitbar dengan kandungan biji-bijian dan oats yang dapat memberikan banyak manfaat untuk hidup sehat dan memberikan efek kenyang lebih lama. Fitbar kaya akan Kalsium, Vitamin A, Vitamin B12, Vitamin C. Fitbar dapat membantu menurunkan kolesterol, membantu menstabilkan gula darah, membantu menyehatkan pencernaan dan membantu mengurangi resiko diabetes.",1
100,Komposisi,"Cokelat Compound Putih, Krispi Beras, Oat, Kismis, Sirup Glukosa, Pemanis Alami Maltitol, Puff Kedelai, Sirup Fruktosa, Minyak Nabati, Humektan Nabati, Sukrosa, Inulin, Perisa Sintetik, Pengemulsi Nabati, Antioksidan Askorbil Palmitat dan Tokoferol Campuran, Kalsium Karbonat dan 3 Vitamin.\nCara Penggunaan:\nDapat dikonsumsi sewaktu waktu sebagai cemilan sehat.",2
100,Kemasan,5 Pcs @ 20 Gram\nNIE:\nMD 630510026281,3
